video_title,author,comment_text,Cleaned_Comment,Sentiment
Java Tutorial: Variables and Data Types in Java Programming,@harshpandey2568,Sir please make videos on Hacking,Sir please make videos on Hacking,neutral
Java Tutorial: Variables and Data Types in Java Programming,@harshpandey2568,-2^(2n-1) to 2^(2n-1)-1,22n1 to 22n11,neutral
Java Tutorial: Variables and Data Types in Java Programming,@DebBiswas,If n bytes -[2^{(8n)/}]2 to [2^{(8n)/2}] -1😃😁❣,If n bytes 28n2 to 28n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@LalanKumar-ll4qu,Amazing java code,Amazing java code,positive
Java Tutorial: Variables and Data Types in Java Programming,@sachinpandey8229,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@smunazaikram9288,[-(2^8n)/2] to [(2^8n)/2-1],28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@harendertomar9407,Good explanation,Good explanation,positive
Java Tutorial: Variables and Data Types in Java Programming,@smunazaikram9288,Amazing Java Course,Amazing Java Course,positive
Java Tutorial: Variables and Data Types in Java Programming,@siddharthasarmah9266,the formula is -[(2)^8n]/2 to [(2)^8n]/2 -1<br>watched your video 9 months later<br>really liked it <br>thank you so much,the formula is 28n2 to 28n2 1watched your video 9 months laterreally liked it thank you so much,positive
Java Tutorial: Variables and Data Types in Java Programming,@FaizanKhan-vb9tp,"AHrry you are the best, I have seen many teachers but the way you teach online that enormous. I haven&#39;t realized that I am taking an online class, you have one level up .... Amazing talent buddy...",AHrry you are the best I have seen many teachers but the way you teach online that enormous I haven39t realized that I am taking an online class you have one level up Amazing talent buddy,positive
Java Tutorial: Variables and Data Types in Java Programming,@sukantdwivedi4247,❤️,,neutral
Java Tutorial: Variables and Data Types in Java Programming,@pavan_bayini1283,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@zendick245,You are amazing ...,You are amazing,positive
Java Tutorial: Variables and Data Types in Java Programming,@bitcoincypher,-(n^n*n)/2 to (n^n*n)/2,nnn2 to nnn2,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Himanshu-rq7tv,Amezing java course 👍,Amezing java course,neutral
Java Tutorial: Variables and Data Types in Java Programming,@pranavsingh6955,-2^(n-1) to 2^(n-1) -1,2n1 to 2n1 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@mohammaddanishuddin1546,2⁸n,2n,neutral
Java Tutorial: Variables and Data Types in Java Programming,@ajtheprogrammer9540,-(2*8n)/2 to (2*8n)/2-1,28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@PankajKumar-ps5gg,Amazing javaCourse,Amazing javaCourse,positive
Java Tutorial: Variables and Data Types in Java Programming,@harshbharti9474,n bytes= (2^8n)/2 to<br> (2^8n)/2-1,n bytes 28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@dam1856,Amazing Java Tutorial Harry bhai 🤘,Amazing Java Tutorial Harry bhai,positive
Java Tutorial: Variables and Data Types in Java Programming,@Yashgupta-dd6eq,-((2^n)/2) to ((2^n)/2) -1,2n2 to 2n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@haashirshaikh5334,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@mohamednayeem5377,-2powern/2 to 2powern/2-1,2powern2 to 2powern21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Mousumi1,-(2^(n*8))/2 to ((2^(n*8))/2) -1,2n82 to 2n82 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Mousumi1,Amazing JAVA course 😁,Amazing JAVA course,positive
Java Tutorial: Variables and Data Types in Java Programming,@shashibhushan5125,-(2^8*n)/2 to (2^8*n)/2-1,28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@adityagoswami5157,Amazing data types....,Amazing data types,positive
Java Tutorial: Variables and Data Types in Java Programming,@umamasayed6709,AMAZING JAVA COURSE,AMAZING JAVA COURSE,positive
Java Tutorial: Variables and Data Types in Java Programming,@Marcos-uh9nw,(2^n*8/2) to (2^n*8/2)-1,2n82 to 2n821,neutral
Java Tutorial: Variables and Data Types in Java Programming,@sahilshirke3948,Teaching skill is very nice👍,Teaching skill is very nice,positive
Java Tutorial: Variables and Data Types in Java Programming,@devanshverma3804,this is the most interesting and detailed course for java on entire youtube. hats off to you for putting in so much efforts for us! A very big thanks.,this is the most interesting and detailed course for java on entire youtube hats off to you for putting in so much efforts for us A very big thanks,positive
Java Tutorial: Variables and Data Types in Java Programming,@rizwanahmadkhanofficial,Amazing tutorial.👍🏻✌🏻,Amazing tutorial,positive
Java Tutorial: Variables and Data Types in Java Programming,@DeepakKumar-yh7zz,[-(2^(n*8))/2]  to [(2^(n*8))/2   -   1],2n82 to 2n82 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@jitendrayadav-or4hw,"soo extra orddinary teqaching method , i am from nepal bro",soo extra orddinary teqaching method i am from nepal bro,neutral
Java Tutorial: Variables and Data Types in Java Programming,@ajaybhardwaj5781,formula for n byte data type<br>(2⁸n)/2 to (2)8n/2-1,formula for n byte data type2n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@itsabeedunique7291,Amazing java code,Amazing java code,positive
Java Tutorial: Variables and Data Types in Java Programming,@vansh.karwani,-2^8n/2 to 2^8n-1,28n2 to 28n1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@harshalgawdeUTUBE,Can you explain me the point number two which says case sensitive. Thankyou,Can you explain me the point number two which says case sensitive Thankyou,positive
Java Tutorial: Variables and Data Types in Java Programming,@iamankitkumarr,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@debroopsarkar2489,-(2^2^n)/2 to (2^2^n)/2 - 1,22n2 to 22n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@AmitKumar-wd8tt,[-2^(n*8)/2] to [2^(n*8)/2 -1],2n82 to 2n82 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@AmitKumar-wd8tt,amazing java course....,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@vormiersdestiny3002,int Arima = 1;<br>int Kaneki = 2;<br>int Touga = 3;<br>int Sum = Arima + Kaneki + Touga;<br>System.out.print(Sum);,int Arima 1int Kaneki 2int Touga 3int Sum Arima Kaneki TougaSystemoutprintSum,neutral
Java Tutorial: Variables and Data Types in Java Programming,@aniketnawalbihari3390,AmazingJavaCourse!!,AmazingJavaCourse,neutral
Java Tutorial: Variables and Data Types in Java Programming,@fiber2156,This course is amazing,This course is amazing,positive
Java Tutorial: Variables and Data Types in Java Programming,@ranvijaybharti5328,Very very thanku sir for this great work...I am also going through your videos..it&#39;s very helpful 👌🏻👌🏻💯...,Very very thanku sir for this great workI am also going through your videosit39s very helpful,positive
Java Tutorial: Variables and Data Types in Java Programming,@ajtheprogrammer9540,amazing mere bhai,amazing mere bhai,positive
Java Tutorial: Variables and Data Types in Java Programming,@manojmeena9414,sir aap ke notes kaha se download kare please koi bta sakta sir ke notes kaha se download kare,sir aap ke notes kaha se download kare please koi bta sakta sir ke notes kaha se download kare,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Satyam_2305,Amazing😍😍😍,Amazing,positive
Java Tutorial: Variables and Data Types in Java Programming,@rohitraghuwanshi7760,Amazing java tutorial...,Amazing java tutorial,positive
Java Tutorial: Variables and Data Types in Java Programming,@bhavya6563,bro iske notes nhi mile mujhe   :(,bro iske notes nhi mile mujhe,neutral
Java Tutorial: Variables and Data Types in Java Programming,@technicalknowledge5678,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@Keshav_Rajput_31,-2ki power 8n divided by 2 to 2ki power 8n divider by 2 -1,2ki power 8n divided by 2 to 2ki power 8n divider by 2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@muhammadhamzafarooq6661,Formula of n byte = [ {- 2^n/2 to 2^n/2} - 1 ] Best Teacher  Harry Bhai,Formula of n byte 2n2 to 2n2 1 Best Teacher Harry Bhai,positive
Java Tutorial: Variables and Data Types in Java Programming,@arkodeepray6730,"<a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=1090"">18:10</a> For numbers : formular to calculate for n number of bytes -(2 to the power(n*8))/2, +((2 to the power(n * 8)/2)-1) for charecters : +((2 to the power (n * 8))-1)",1810 For numbers formular to calculate for n number of bytes 2 to the powern82 2 to the powern 821 for charecters 2 to the power n 81,neutral
Java Tutorial: Variables and Data Types in Java Programming,@wow-cx6jt,Amazing sir,Amazing sir,positive
Java Tutorial: Variables and Data Types in Java Programming,@arkodeepray6730,Amazing java course! Best course ever,Amazing java course Best course ever,positive
Java Tutorial: Variables and Data Types in Java Programming,@harshgupta1348,Sir please share the name of the track which you play at the end of every video. - Thank you,Sir please share the name of the track which you play at the end of every video Thank you,neutral
Java Tutorial: Variables and Data Types in Java Programming,@dhanrajlade2880,Bro this is amazing Java course,Bro this is amazing Java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@chandanraj31,Sir explain default value please,Sir explain default value please,neutral
Java Tutorial: Variables and Data Types in Java Programming,@sandeshpantawane9243,amazing java code,amazing java code,positive
Java Tutorial: Variables and Data Types in Java Programming,@harshithanm6045,In general -(2^8n)/2 to ((2^8n)/2)-1,In general 28n2 to 28n21,positive
Java Tutorial: Variables and Data Types in Java Programming,@shivanibaghela9363,Amazing java course ❤️,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@surajprakash8641,amazing java code,amazing java code,positive
Java Tutorial: Variables and Data Types in Java Programming,@umeshsahoo7258,nice,nice,positive
Java Tutorial: Variables and Data Types in Java Programming,@RahulKumar-ng8rs,If it takes n bytes then its range is from -(2^7n) to [(2^7n) - 1] .,If it takes n bytes then its range is from 27n to 27n 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@m.2pandit973,bhaiya aap bilkul waise hi pdha rhe ho jaise school m mere sir ne pdhaya tha bhadiya revision mil rha h,bhaiya aap bilkul waise hi pdha rhe ho jaise school m mere sir ne pdhaya tha bhadiya revision mil rha h,negative
Java Tutorial: Variables and Data Types in Java Programming,@mohammedaftab8827,Itna acha to mere clg main nahi padhate paise lekar 🙄,Itna acha to mere clg main nahi padhate paise lekar,negative
Java Tutorial: Variables and Data Types in Java Programming,@mohammedaftab8827,Tq,Tq,neutral
Java Tutorial: Variables and Data Types in Java Programming,@devendravishwas876,"If n bytes ,then 1st n*8=8n<br>Then the range of bytes is<br>-(2^8n)/2 to (2^8n)/2 -1",If n bytes then 1st n88nThen the range of bytes is28n2 to 28n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@abhisheknayak8258,amazing  Java course...Harry Bhai...,amazing Java courseHarry Bhai,positive
Java Tutorial: Variables and Data Types in Java Programming,@happykidstv44,Code with Harry is one of the best YouTube channel for computers,Code with Harry is one of the best YouTube channel for computers,positive
Java Tutorial: Variables and Data Types in Java Programming,@programinggrid967,Amazing 😍 java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@techandtalks6224,"Broo,your way of teaching is very nice just like a nursery teacher teaches a child a.b.c...",Brooyour way of teaching is very nice just like a nursery teacher teaches a child abc,positive
Java Tutorial: Variables and Data Types in Java Programming,@jaypatil4260,I am not able to download notes can somebody help me with it ?,I am not able to download notes can somebody help me with it,negative
Java Tutorial: Variables and Data Types in Java Programming,@omprakashmehta2021,-(2pow(8*n)/)2) to (2pow(8*n)/2)-1,2pow8n2 to 2pow8n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Ruchijain2348,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@m-series0001,Amazing java course 😅💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@techsciencewitha.k.9042,If any data type takes n bytes then formula= -2^n×8/2+2^n×8/2-1,If any data type takes n bytes then formula 2n822n821,neutral
Java Tutorial: Variables and Data Types in Java Programming,@harshitachaurasia1246,formula n bytes<br>[-2^(n*8)/2] to [2^(n*8)/2 -1],formula n bytes2n82 to 2n82 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@nikhilKiYatra,-(2^8n)/2  to (2^8n)/2-1,28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@unmeshjadhav4678,amazing java code,amazing java code,positive
Java Tutorial: Variables and Data Types in Java Programming,@donbradman7784,-2^(8n-1) to 2^(8n-1) - 1 where n equals to no.of bytes,28n1 to 28n1 1 where n equals to noof bytes,neutral
Java Tutorial: Variables and Data Types in Java Programming,@user-iy1ig2bw1w,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@trishanwitaghosh7839,Amazing,Amazing,positive
Java Tutorial: Variables and Data Types in Java Programming,@ArchanaSingh-yi1gq,Amazing java tutorial,Amazing java tutorial,positive
Java Tutorial: Variables and Data Types in Java Programming,@852_harshitkumar6,Bahot Badhiya sir!,Bahot Badhiya sir,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Demhafisa-qx9qd,Sir ji u r truly a magician coz the way of ur teaching so so helpful n fun,Sir ji u r truly a magician coz the way of ur teaching so so helpful n fun,positive
Java Tutorial: Variables and Data Types in Java Programming,@mohdhussain4383,nyc sir,nyc sir,neutral
Java Tutorial: Variables and Data Types in Java Programming,@shanupratap7006,-2^8n /2 To  2^8n -1,28n 2 To 28n 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@javalovergaming,Difiifgigi,Difiifgigi,neutral
Java Tutorial: Variables and Data Types in Java Programming,@mayankdevraj5237,-2^(8n-1) to 2^(8n-1) -1,28n1 to 28n1 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Bablukumar-yr5hu,azaming,azaming,neutral
Java Tutorial: Variables and Data Types in Java Programming,@spaceship2365,-(2^8n)/2 to (2^8n)/2-1,28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@sarthakboi,"Pls share the drive link for Notes 🙏, would be of great help",Pls share the drive link for Notes would be of great help,positive
Java Tutorial: Variables and Data Types in Java Programming,@shubhamtomar958,dude you are a legend...hats off harry,dude you are a legendhats off harry,neutral
Java Tutorial: Variables and Data Types in Java Programming,@ADITYA_RAHUL,Thqq for this java course 😌💯💯,Thqq for this java course,neutral
Java Tutorial: Variables and Data Types in Java Programming,@technocratadii,-(2^8*n) /2 to (2) ^8*n/2 -1,28n 2 to 2 8n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@luqmanluqman2852,Plz also make playlists on html and css,Plz also make playlists on html and css,neutral
Java Tutorial: Variables and Data Types in Java Programming,@luqmanluqman2852,The best teacher in the world for coding amazing sir,The best teacher in the world for coding amazing sir,positive
Java Tutorial: Variables and Data Types in Java Programming,@shaikhhaashir5676,Amazing course,Amazing course,positive
Java Tutorial: Variables and Data Types in Java Programming,@devgupta2897,-(2)∆8n/2 to (2)∆8n-1,28n2 to 28n1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@rohitbheron2201,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@tejalpathak194,Harry Bhai plz pure notes ka drive pe ek folder banake link share kijiye .....ye har video ke baad notes seperately lene se bohot problem hota hai......,Harry Bhai plz pure notes ka drive pe ek folder banake link share kijiye ye har video ke baad notes seperately lene se bohot problem hota hai,positive
Java Tutorial: Variables and Data Types in Java Programming,@tejalpathak194,best tutor ever,best tutor ever,positive
Java Tutorial: Variables and Data Types in Java Programming,@safdaralee5587,You are great Sir Harry.🤩❤,You are great Sir Harry,positive
Java Tutorial: Variables and Data Types in Java Programming,@harshitpatel1331,System.out.println(&quot;Amazing Course Harry Bhai&quot;);,SystemoutprintlnquotAmazing Course Harry Bhaiquot,neutral
Java Tutorial: Variables and Data Types in Java Programming,@swarnimamitra5501,If any datatype takes n bytes then the formula to find its range is : -(2^8n/2) to {(2^8n/2)-1},If any datatype takes n bytes then the formula to find its range is 28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@adnanfraz1401,-2^8n-1 to 2^8n-1 - 1,28n1 to 28n1 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@ankitasingh734,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@Mstechsolution05,Amazing JAVA course,Amazing JAVA course,positive
Java Tutorial: Variables and Data Types in Java Programming,@viralshorts454,Good bro,Good bro,positive
Java Tutorial: Variables and Data Types in Java Programming,@worldsnewlife260,Formula-2^(n/2) to {2^(n/2)-1},Formula2n2 to 2n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@supergohan7620,bro love u so much tysm,bro love u so much tysm,positive
Java Tutorial: Variables and Data Types in Java Programming,@hirachanddaulatabad5035,Harry Bhaiya..best teacher in world🙏,Harry Bhaiyabest teacher in world,neutral
Java Tutorial: Variables and Data Types in Java Programming,@subhu143,Formula. If n bytes take any  datatype:<br>=-(2^8n/2) to (2^8n/2) -1,Formula If n bytes take any datatype28n2 to 28n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@moneymindsetgirls,Sir thank u.... Thanks a lot..... Maine apke c++ k videos dekhe hai.... And now I&#39;m continuing java..... Trust me... Apse acha programming kisi ne nhi parhaya hai.... Mere liye toh aphi hi mere guru ho... Mai bohot confused rehti thi... Bohot saare videos dekhe but apka videos dekhne k baad mai yahi ruk gayi🙏🙏...,Sir thank u Thanks a lot Maine apke c k videos dekhe hai And now I39m continuing java Trust me Apse acha programming kisi ne nhi parhaya hai Mere liye toh aphi hi mere guru ho Mai bohot confused rehti thi Bohot saare videos dekhe but apka videos dekhne k baad mai yahi ruk gayi,negative
Java Tutorial: Variables and Data Types in Java Programming,@travissharma9572,amazing video,amazing video,positive
Java Tutorial: Variables and Data Types in Java Programming,@mr.Shetre,-(n^n^8*n)/2 to (n^n^8*n)/2-1,nn8n2 to nn8n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@aashishrawat1704,MODI JI PLS NOTICE THIS YOUTUBER &gt;.&lt;,MODI JI PLS NOTICE THIS YOUTUBER gtlt,neutral
Java Tutorial: Variables and Data Types in Java Programming,@deku1851,Amazing Java Course &lt;3,Amazing Java Course lt3,positive
Java Tutorial: Variables and Data Types in Java Programming,@RajdeepSingh-tu1pc,-2^8n/2 to 2^8n/2 - 1,28n2 to 28n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@arpanbatwara5724,-(2^n*8)/2 to (2^n*8)/2-1,2n82 to 2n821,neutral
Java Tutorial: Variables and Data Types in Java Programming,@vaibhavchandrakar6570,@codewithharry bhai notes me sirf introduction ka ek page hi hai bs ek baar check kro bhaiii please 🙏🙏🙏,codewithharry bhai notes me sirf introduction ka ek page hi hai bs ek baar check kro bhaiii please,neutral
Java Tutorial: Variables and Data Types in Java Programming,@alvaaaas,-(2)^(8n-1) to [2^(8n-1)] - 1,28n1 to 28n1 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@rohankarale78,CodeWithHarry is the best teacher of beginner and intermediate students. ❤️,CodeWithHarry is the best teacher of beginner and intermediate students,positive
Java Tutorial: Variables and Data Types in Java Programming,@hawknikhilyt9972,"<a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=1096"">18:16</a> <br>Ans :-    -(2^n×8)/2 to (2^n×8)/2 - 1",1816 Ans 2n82 to 2n82 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@arjunmehra4907,(2**n)/2 to [(2**n)/2-1],2n2 to 2n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@sambitsahoo5036,-2^n*8 to 2^n*8-1,2n8 to 2n81,neutral
Java Tutorial: Variables and Data Types in Java Programming,@kuldeeprishabh9120,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@ritikpatel6473,-2^n/2 to 2^n/2-1,2n2 to 2n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@mohammadfaiz697,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@sukhenhalder4u,Mera college kya sir log ko ab ullu kya jaisa laag rahi hain... once again hats off for this guy...best coding teacher i have ever seen...,Mera college kya sir log ko ab ullu kya jaisa laag rahi hain once again hats off for this guybest coding teacher i have ever seen,neutral
Java Tutorial: Variables and Data Types in Java Programming,@shailajajk4653,❤️❤️,,neutral
Java Tutorial: Variables and Data Types in Java Programming,@sukhenhalder4u,(2^8n)/2 to (2^8n)/2-1,28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@sambitsahoo5036,Amazing video bro. 🥰,Amazing video bro,positive
Java Tutorial: Variables and Data Types in Java Programming,@shobhitjain2436,Amazing Java Course..,Amazing Java Course,positive
Java Tutorial: Variables and Data Types in Java Programming,@adarshkhatri8148,Y r only one in billion,Y r only one in billion,neutral
Java Tutorial: Variables and Data Types in Java Programming,@muhammadsufyan2782,"ASSALAM O ALLIKUM, HOW CAN I DOWNLOAD NOTES?",ASSALAM O ALLIKUM HOW CAN I DOWNLOAD NOTES,neutral
Java Tutorial: Variables and Data Types in Java Programming,@swakshardasamarth923,-(2^n)/2 to +(2^n)/2-1,2n2 to 2n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@swakshardasamarth923,amazing java code,amazing java code,positive
Java Tutorial: Variables and Data Types in Java Programming,@Funnywallah07,2^8n/2 to 2^8n/2-1,28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@beyammabastle7818,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@cynyde7512,Amazing Java code Harry bhai❤️🙏🙏,Amazing Java code Harry bhai,positive
Java Tutorial: Variables and Data Types in Java Programming,@deepakvaishy7754,Thanks bhai,Thanks bhai,positive
Java Tutorial: Variables and Data Types in Java Programming,@codetecher2878,Amazing Java Course<br><br>😍,Amazing Java Course,positive
Java Tutorial: Variables and Data Types in Java Programming,@vikranthmuthyala7228,-[2^(nX8)]/2 to [2^(nX8)]/2-1,2nX82 to 2nX821,neutral
Java Tutorial: Variables and Data Types in Java Programming,@RINKUCSE,long = (2^n)/2 to (2^n)/2-1,long 2n2 to 2n21,negative
Java Tutorial: Variables and Data Types in Java Programming,@g-ster,I don&#39;t know who are disliking this legend&#39;s video,I don39t know who are disliking this legend39s video,neutral
Java Tutorial: Variables and Data Types in Java Programming,@amritshukla9005,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@manishajha0107,-(2^8n)/2 to (2^8n)/2-1,28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@ShaikAhmedSab,amazing harry bhai,amazing harry bhai,positive
Java Tutorial: Variables and Data Types in Java Programming,@shwetashwatsingh3469,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@santanu1108,-(2^8n/2) to (2^8n/2)-1,28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@sachinghodke1984,Amazing sir,Amazing sir,positive
Java Tutorial: Variables and Data Types in Java Programming,@letsbegin2278,range formula [2^(8*n)]/2 to {[2^(8*n)]/2}-1<br>1 byte=8bits,range formula 28n2 to 28n211 byte8bits,neutral
Java Tutorial: Variables and Data Types in Java Programming,@malavpanchal2289,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@rajanihiremath1321,Amazing Java code😘,Amazing Java code,positive
Java Tutorial: Variables and Data Types in Java Programming,@rohitgarg6758,-{2^(8n-1)} to {2^(8n-1)-1,28n1 to 28n11,neutral
Java Tutorial: Variables and Data Types in Java Programming,@How_To_Become_A_Man,2⁸n/2 to 2⁸n/2–1,2n2 to 2n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@priyayadav891,quick quiz:<br>public class Main<br>{<br>	public static void main(String[] args) {<br>	    int a=10;<br>	    int b=19;<br>	    int c=58;<br>	    int sum=a +b + c;<br>		System.out.println(&quot;the sum of 3  given numbers is:&quot; + sum);<br>	}<br>},quick quizpublic class Main public static void mainString args int a10 int b19 int c58 int suma b c Systemoutprintlnquotthe sum of 3 given numbers isquot sum,positive
Java Tutorial: Variables and Data Types in Java Programming,@Amarmarketexplorer,Knowledge spreads when we share ❤️,Knowledge spreads when we share,neutral
Java Tutorial: Variables and Data Types in Java Programming,@basveshwarjatkar5500,-(2^8n) /2 to (2^8n) /2 -1,28n 2 to 28n 2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@bushrahossainonika5324,System.out.println(amazing videos);,Systemoutprintlnamazing videos,neutral
Java Tutorial: Variables and Data Types in Java Programming,@kaustubhkolgaonkar863,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@hitarthsharma8409,(=2 *n*8)/2 to (-2 *n*8)/2 -1,2 n82 to 2 n82 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@ATOZSTUDYWITHMYK,"<a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=560"">9:20</a> <br>Elon Musk Son&#39;s name 😂😂😂",920 Elon Musk Son39s name,neutral
Java Tutorial: Variables and Data Types in Java Programming,@ajjubanna972,(2^8n)/2 to (2^8n)/2-1,28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@aaryanmittal1701,GENUINE WORK BRO!!,GENUINE WORK BRO,positive
Java Tutorial: Variables and Data Types in Java Programming,@praveenranju2502,Amazing Java Course,Amazing Java Course,positive
Java Tutorial: Variables and Data Types in Java Programming,@mateenmehmood5675,Awesome Content Bro. Love from Pakistan &lt;3,Awesome Content Bro Love from Pakistan lt3,positive
Java Tutorial: Variables and Data Types in Java Programming,@technomusiccloud9722,if the number is &quot;n&quot; bytes  then  the value taken is {-(2^8*n)/2} to [{(2^8*n)/2}-1],if the number is quotnquot bytes then the value taken is 28n2 to 28n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@nokyali8273,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@VishalSharma-ub7nd,"Sir apki Kuch videos 3,32,33,41,87,90,106,108 download nhi ho rhi h this video is not download yet ye comment aata h Kuch settings krke try kiya bt download nhi ho rha h plzz help for download on YouTube",Sir apki Kuch videos 33233418790106108 download nhi ho rhi h this video is not download yet ye comment aata h Kuch settings krke try kiya bt download nhi ho rha h plzz help for download on YouTube,neutral
Java Tutorial: Variables and Data Types in Java Programming,@pankajnegi8675,-2^8n/2 to (2^8n/2) - 1,28n2 to 28n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@pankajnegi8675,amazing Java course👌,amazing Java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@Abdullah_Nadeem333,💖💖💖,,neutral
Java Tutorial: Variables and Data Types in Java Programming,@techihub4607,Nobody work with full dedication in free except of you.🙏🙏,Nobody work with full dedication in free except of you,positive
Java Tutorial: Variables and Data Types in Java Programming,@anantchandak9574,"<a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=1097"">18:17</a><br>Formula<br><br>-(2^n*8)/2 to (2^n*8)/2 -1<br><br>Pls tell it is right or not",1817Formula2n82 to 2n82 1Pls tell it is right or not,positive
Java Tutorial: Variables and Data Types in Java Programming,@anantchandak9574,Me tere video ko hamesha like karunga chahe vo koisi bhi ho ya mane usse dekha bhi nahi na tabh bhi like kardunga kyoki mujhe pata hai ki tu acche video hi banaoge,Me tere video ko hamesha like karunga chahe vo koisi bhi ho ya mane usse dekha bhi nahi na tabh bhi like kardunga kyoki mujhe pata hai ki tu acche video hi banaoge,neutral
Java Tutorial: Variables and Data Types in Java Programming,@ashishchougule1496,great cource,great cource,positive
Java Tutorial: Variables and Data Types in Java Programming,@mujeebahamed7851,best java course nd thank you sir,best java course nd thank you sir,positive
